Title,Authors,Genres,Year,Pages,Publisher,Language,ISBN,ISBN13,URL
Fire After Dark (After Dark Book 1),Sadie Matthews,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,16 Aug 2012,384,Hodder & Stoughton General Division,English,1444765507,1444765507,https://www.bookdepository.com/Fire-After-Dark-After-Dark-Book-1-Sadie-Matthews/9781444765502?ref=grid-view,
Shogun : A Novel of Japan,James Clavell,Contemporary Fiction:Adventure Books:Historical Romance:Historical Romance:Sagas:Historical Fiction,01 Sep 2011,1210,Bantam Doubleday Dell Publishing Group Inc,English,0440178002,0440178002,https://www.bookdepository.com/Shogun-James-Clavell/9780440178002?ref=grid-view,
The Left Hand of Darkness,Ursula K. LeGuin,Science Fiction:Science Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,13 Apr 2017,336,Orion Publishing Co,English,1473221625,1473221625,https://www.bookdepository.com/Left-Hand-Darkness-Ursula-K-LeGuin/9781473221628?ref=grid-view,
Warleggan,Winston Graham,Contemporary Fiction:Historical Romance:Historical Romance:Sagas:Historical Fiction,06 Jun 2008,480,Pan MacMillan,English,0330463403,0330463403,https://www.bookdepository.com/Warleggan-Winston-Graham/9780330463409?ref=grid-view,
The Light We Lost,Jill Santopolo,Contemporary Fiction:Romance:Romance Books,22 Feb 2018,320,HarperCollins Publishers,English,0008224609,0008224609,https://www.bookdepository.com/Light-We-Lost-Jill-Santopolo/9780008224608?ref=grid-view,
Billy and Me,Giovanna Fletcher,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,23 May 2013,432,Penguin Books Ltd,English,1405909951,1405909951,https://www.bookdepository.com/Billy-Me-Giovanna-Fletcher/9781405909952?ref=grid-view,
Sense and Sensibility (Vintage Classics Austen Series),Jane Austen:Francesca Segal,Contemporary Fiction:Classic Books & Novels:Romance:Romance Books,01 Nov 2014,464,Vintage Publishing,English,0099589346,0099589346,https://www.bookdepository.com/Sense-Sensibility-Vintage-Classics-Austen-Series-Jane-Austen/9780099589341?ref=grid-view,
Dear John,Nicholas Sparks,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Dec 2009,335,Time Warner Trade Publishing,English,0446567337,0446567337,https://www.bookdepository.com/Dear-John-Nicholas-Sparks/9780446567336?ref=grid-view,
Virgins : An Outlander Short Story,Diana Gabaldon,Historical Adventure:Historical Romance:Historical Romance:Historical Fiction,18 Nov 2016,256,Cornerstone,English,1780896611,1780896611,https://www.bookdepository.com/Virgins-Diana-Gabaldon/9781780896618?ref=grid-view,
Still Me : The No. 1 Sunday Times Bestseller,Jojo Moyes,Contemporary Fiction:Romance:Romance Books,23 Jan 2018,480,Penguin Books Ltd,English,0718183193,0718183193,https://www.bookdepository.com/Still-Me-Jojo-Moyes/9780718183196?ref=grid-view,
The Last Boyfriend,Nora Roberts,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,08 May 2012,336,Penguin Putnam Inc,English,0425246035,0425246035,https://www.bookdepository.com/Last-Boyfriend-Nora-Roberts/9780425246030?ref=grid-view,
See Me,Nicholas Sparks,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,16 Jun 2016,512,Little Brown Book Group,English,0751550000,0751550000,https://www.bookdepository.com/See-Me-Nicholas-Sparks/9780751550009?ref=grid-view,
The Sparsholt Affair,Alan Hollinghurst,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Sep 2017,464,Pan MacMillan,English,1447208218,1447208218,https://www.bookdepository.com/Sparsholt-Affair-Alan-Hollinghurst/9781447208211?ref=grid-view,
Wuthering Heights,Emily Bronte,Contemporary Fiction:Classic Books & Novels:Romance:Romance Books,06 Dec 2012,384,Penguin Books Ltd,English,0141199083,0141199083,https://www.bookdepository.com/Wuthering-Heights-Emily-Bronte/9780141199085?ref=grid-view,
Without Merit : A Novel,Colleen Hoover,Contemporary Fiction:Thriller Books:Thrillers:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Oct 2017,384,Atria Books,English,1501170627,1501170627,https://www.bookdepository.com/Without-Merit-Colleen-Hoover/9781501170621?ref=grid-view,
The Choice,Nicholas Sparks,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Apr 2009,317,Time Warner Trade Publishing,English,0446618314,0446618314,https://www.bookdepository.com/Choice-Nicholas-Sparks/9780446618311?ref=grid-view,
Beautiful Bastard,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Dec 2013,320,SIMON & SCHUSTER,English,1476730091,1476730091,https://www.bookdepository.com/Beautiful-Bastard-Christina-Lauren/9781476730097?ref=grid-view,
Love Rosie,Cecelia Ahern,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Dec 2006,503,Hyperion Books,English,0786891084,0786891084,https://www.bookdepository.com/Love-Rosie-Cecelia-Ahern/9780786891085?ref=grid-view,
Captivated by You,Sylvia Day,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,18 Nov 2014,356,Berkley Books,English,0425273865,0425273865,https://www.bookdepository.com/Captivated-by-You-Sylvia-Day/9780425273869?ref=grid-view,
Twisted,Helen Hardt,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Dec 2017,288,Waterhouse Press,English,1943893241,1943893241,https://www.bookdepository.com/Twisted-Helen-Hardt/9781943893249?ref=grid-view,
Still Me : The No. 1 Sunday Times Bestseller,Jojo Moyes,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jan 2018,480,Penguin Books Ltd,English,0718183185,0718183185,https://www.bookdepository.com/Still-Me-Jojo-Moyes/9780718183189?ref=grid-view,
Emma (Vintage Classics Austen Series),Jane Austen:Sir Andrew Motion,Classic Books & Novels:Romance:Romance Books,01 Nov 2014,592,Vintage Publishing,English,0099589273,0099589273,https://www.bookdepository.com/Emma-Vintage-Classics-Austen-Series-Jane-Austen/9780099589273?ref=grid-view,
Something Blue,Emily Giffin,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Apr 2011,374,St Martin's Press,English,0312548079,0312548079,https://www.bookdepository.com/Something-Blue-Emily-Giffin/9780312548070?ref=grid-view,
Lover Reborn,J R Ward,Horror:Horror:Romance:Romance Books,02 Oct 2012,627,Penguin Putnam Inc,English,0451238281,0451238281,https://www.bookdepository.com/Lover-Reborn-J-R-Ward/9780451238283?ref=grid-view,
Crossing to Safety,Wallace Stegner:Tempest Williams,Contemporary Fiction:Classic Books & Novels:Adult & Contemporary Romance:Adult & Contemporary Romance,08 Apr 2008,352,Random House USA Inc,English,037575931X,037575931X,https://www.bookdepository.com/Crossing-Safety-Wallace-Stegner/9780375759314?ref=grid-view,
Persuasion (Vintage Classics Austen Series),Jane Austen:Lynne Truss:Francesca Segal,Contemporary Fiction:Classic Books & Novels:Romance:Romance Books,01 Nov 2014,320,Vintage Publishing,English,009958932X,009958932X,https://www.bookdepository.com/Persuasion-Vintage-Classics-Austen-Series-Jane-Austen/9780099589327?ref=grid-view,
Hopeless,Colleen Hoover,Fiction Books:Thriller Books:Thrillers:Romance:Romance Books:Thriller Books for Children:Romance Books for Teenagers,07 May 2013,384,Atria Books,English,147674355X,147674355X,https://www.bookdepository.com/Hopeless-Colleen-Hoover/9781476743554?ref=grid-view,
Crave : A Novel of the Fallen Angels,J R Ward,Thriller Books:Thrillers:Horror:Horror:Romance:Romance Books,25 Jul 2011,464,Penguin Putnam Inc,English,0451229444,0451229444,https://www.bookdepository.com/Crave-J-R-Ward/9780451229441?ref=grid-view,
The End Of The Affair,Graham Greene:Monica Ali,Contemporary Fiction:Military Fiction:World War 2 Fiction:Historical Romance:Historical Romance:Historical Fiction:English Language: Reading & Writing Skills,02 Nov 2004,192,Vintage Publishing,English,0099478447,0099478447,https://www.bookdepository.com/End-Affair-Graham-Greene/9780099478447?ref=grid-view,
I've Got Your Number,Sophie Kinsella,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Apr 2013,464,Transworld Publishers Ltd,English,0552774413,0552774413,https://www.bookdepository.com/Ive-Got-Your-Number-Sophie-Kinsella/9780552774413?ref=grid-view,
Surrender : Steel Brothers: Six,Helen Hardt,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,16 May 2017,288,Waterhouse Press,English,1943893225,1943893225,https://www.bookdepository.com/Surrender-Helen-Hardt/9781943893225?ref=grid-view,
Summer at Little Beach Street Bakery : W&H Readers Best Feel-Good Read,Jenny Colgan,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Feb 2015,448,Little Brown Book Group,English,0751553913,0751553913,https://www.bookdepository.com/Summer-at-Little-Beach-Street-Bakery-Jenny-Colgan/9780751553918?ref=grid-view,
Practical Magic : The Beloved Novel of Love Friendship Sisterhood and Magic,Alice Hoffman,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Religious & Spiritual Fiction,19 Oct 2017,288,Simon & Schuster Ltd,English,1471169197,1471169197,https://www.bookdepository.com/Practical-Magic-Alice-Hoffman/9781471169199?ref=grid-view,
Lover Awakened : A Novel of the Black Dagger Brotherhood,J. R. Ward,Crime:Crime Fiction:Romance:Romance Books,25 Jul 2011,464,Penguin Putnam Inc,English,0451219368,0451219368,https://www.bookdepository.com/Lover-Awakened-J-R-Ward/9780451219367?ref=grid-view,
The Capture of the Earl of Glencrae,Stephanie Laurens,Contemporary Fiction:Historical Romance:Historical Romance:Historical Fiction,01 May 2012,496,HarperCollins Publishers Inc,English,0062068628,0062068628,https://www.bookdepository.com/Capture-Earl-Glencrae-Stephanie-Laurens/9780062068620?ref=grid-view,
Smokin' Seventeen,Janet Evanovich,Contemporary Fiction:Crime:Crime Fiction:Romance:Romance Books,19 Nov 2011,324,Random House USA Inc,English,0345527704,0345527704,https://www.bookdepository.com/Smokin-Seventeen-Janet-Evanovich/9780345527707?ref=grid-view,
Secrets After Dark (After Dark Book 2) : Book Two in the After Dark series,Sadie Matthews,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jan 2013,384,Hodder & Stoughton General Division,English,1444766708,1444766708,https://www.bookdepository.com/Secrets-After-Dark-After-Dark-Book-2-Sadie-Matthews/9781444766707?ref=grid-view,
The French Lieutenant's Woman,John Fowles,Classic Books & Novels:Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,11 Nov 2004,480,Vintage Publishing,English,0099478331,0099478331,https://www.bookdepository.com/French-Lieutenants-Woman-John-Fowles/9780099478331?ref=grid-view,
Little Beach Street Bakery,Jenny Colgan,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,13 Mar 2014,464,Little Brown Book Group,English,0751549215,0751549215,https://www.bookdepository.com/Little-Beach-Street-Bakery-Jenny-Colgan/9780751549218?ref=grid-view,
The Wedding,Nicholas Sparks,Contemporary Fiction:Thriller Books:Thrillers:Adult & Contemporary Romance:Adult & Contemporary Romance,13 Dec 2012,289,Time Warner Trade Publishing,English,0446615862,0446615862,https://www.bookdepository.com/Wedding-Nicholas-Sparks/9780446615860?ref=grid-view,
Blood Magick,Nora Roberts,Romance:Romance Books,28 Oct 2014,322,Penguin Putnam Inc,English,0425259870,0425259870,https://www.bookdepository.com/Blood-Magick-Nora-Roberts/9780425259870?ref=grid-view,
One Grave at a Time : A Night Huntress Novel,Jeaniene Frost,Fantasy:Fantasy Books:Romance:Romance Books,01 Oct 2011,384,HarperCollins Publishers Inc,English,0061783196,0061783196,https://www.bookdepository.com/One-Grave-at-Time-Jeaniene-Frost/9780061783197?ref=grid-view,
Jane Eyre (Vintage Classics Bronte Series),Charlotte Bronte:Maggie O'Farrell,Classic Books & Novels:Romance:Romance Books,01 Apr 2016,672,Vintage Publishing,English,1784870730,1784870730,https://www.bookdepository.com/Jane-Eyre-Vintage-Classics-Bronte-Series-Charlotte-Bronte/9781784870737?ref=grid-view,
Faking Friends : THE SUNDAY TIMES BESTSELLER,Jane Fallon,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,17 Jan 2018,448,Penguin Books Ltd,English,1405933097,1405933097,https://www.bookdepository.com/Faking-Friends-Jane-Fallon/9781405933094?ref=grid-view,
Lover Eternal,J. R. Ward,Fantasy:Fantasy Books:Romance:Romance Books,25 Jul 2011,464,Penguin Putnam Inc,English,0451218043,0451218043,https://www.bookdepository.com/Lover-Eternal-J-R-Ward/9780451218049?ref=grid-view,
Someday Someday Maybe,Lauren Graham,Contemporary Fiction:Romance:Romance Books,03 Apr 2014,368,Random House USA Inc,English,0345532767,0345532767,https://www.bookdepository.com/Someday-Someday-Maybe-Lauren-Graham/9780345532763?ref=grid-view,
The Best Exotic Marigold Hotel,Deborah Moggach,Contemporary Fiction:Romance:Romance Books,23 Apr 2012,304,Vintage Publishing,English,0099572028,0099572028,https://www.bookdepository.com/Best-Exotic-Marigold-Hotel-Deborah-Moggach/9780099572022?ref=grid-view,
Melt : Steel Brothers: Four,Helen Hardt,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Dec 2016,288,Waterhouse Press,English,1943893209,1943893209,https://www.bookdepository.com/Melt-Helen-Hardt/9781943893201?ref=grid-view,
Truly Madly Guilty,Liane Moriarty,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,24 Jan 2017,480,Penguin Books Ltd,English,1405919442,1405919442,https://www.bookdepository.com/Truly-Madly-Guilty-Liane-Moriarty/9781405919449?ref=grid-view,
The King,J R Ward,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books,26 Aug 2014,620,Berkley Books,English,0451417062,0451417062,https://www.bookdepository.com/King-J-R-Ward/9780451417060?ref=grid-view,
Something Borrowed,Emily Giffin,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Jun 2011,403,St Martin's Press,English,031299317X,031299317X,https://www.bookdepository.com/Something-Borrowed-Emily-Giffin/9780312993177?ref=grid-view,
The Loveliest Chocolate Shop in Paris,Jenny Colgan,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Mar 2013,464,Little Brown Book Group,English,0751549207,0751549207,https://www.bookdepository.com/Loveliest-Chocolate-Shop-Paris-Jenny-Colgan/9780751549201?ref=grid-view,
Destined for an Early Grave : A Night Huntress Novel,Jeaniene Frost,Fantasy:Fantasy Books:Romance:Romance Books,02 Sep 2009,400,HarperCollins Publishers Inc,English,0061583219,0061583219,https://www.bookdepository.com/Destined-for-Early-Grave-Jeaniene-Frost/9780061583216?ref=grid-view,
Destined to Play,Indigo Bloome,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Aug 2012,288,HarperCollins Publishers,English,0007498810,0007498810,https://www.bookdepository.com/Destined-Play-Indigo-Bloome/9780007498819?ref=grid-view,
Burn : Steel Brothers: Five,Helen Hardt,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Feb 2017,288,Waterhouse Press,English,1943893217,1943893217,https://www.bookdepository.com/Burn-Helen-Hardt/9781943893218?ref=grid-view,
Shadow Spell,Nora Roberts,Romance:Romance Books,06 May 2014,339,Penguin Putnam Inc,English,0425259862,0425259862,https://www.bookdepository.com/Shadow-Spell-Nora-Roberts/9780425259863?ref=grid-view,
Faefever,Karen Marie Moning,Fantasy:Fantasy Books:Romance:Romance Books,03 Sep 2009,389,Random House USA Inc,English,0440244390,0440244390,https://www.bookdepository.com/Faefever-Karen-Marie-Moning/9780440244394?ref=grid-view,
Lover Enshrined : A Novel of the Black Dagger Brotherhood,J. R. Ward,Romance:Romance Books,04 Jul 2008,560,Penguin Books Australia,English,0451222725,0451222725,https://www.bookdepository.com/Lover-Enshrined-J-R-Ward/9780451222725?ref=grid-view,
We Have Always Lived in the Castle,Shirley Jackson:Jonathan Lethem:Thomas Ott,Contemporary Fiction:Thriller Books:Thrillers:Horror:Horror:Romance:Romance Books,28 Nov 2006,146,Penguin Books,English,0143039970,0143039970,https://www.bookdepository.com/We-Have-Always-Lived-Castle-Shirley-Jackson/9780143039976?ref=grid-view,
Lover Unbound,J R Ward,Romance:Romance Books,25 Jul 2011,509,Penguin Putnam Inc,English,0451222350,0451222350,https://www.bookdepository.com/Lover-Unbound-J-R-Ward/9780451222350?ref=grid-view,
Dracula,Bram Stoker:Ang Lee:Maurice Hindle:Christopher Frayling,Contemporary Fiction:Classic Books & Novels:Horror:Horror:Classic Horror:Classic Horror:Romance:Romance Books:English Language: Reading & Writing Skills,01 May 2003,512,Penguin Books Ltd,English,014143984X,014143984X,https://www.bookdepository.com/Dracula-Bram-Stoker/9780141439846?ref=grid-view,
Lover Revealed : A Novel of the Black Dagger Brotherhood,J R Ward,Horror:Horror:Romance:Romance Books,25 Jul 2011,463,Penguin Putnam Inc,English,0451229681,0451229681,https://www.bookdepository.com/Lover-Revealed-J-R-Ward/9780451229687?ref=grid-view,
Deep Kiss of Winter : A Holiday Collection with Bite,Gena Showalter:Kresley Cole,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books,26 Jan 2011,528,SIMON & SCHUSTER,English,1451600054,1451600054,https://www.bookdepository.com/Deep-Kiss-Winter-Gena-Showalter/9781451600056?ref=grid-view,
