id,Title,Authors,Genres,Publishing Date,Pages,Publisher,Language,,,,,,,,,,
140,Someday Someday Maybe,Lauren Graham,Contemporary Fiction:Romance:Romance Books,03 Apr 2014,368,Random House USA Inc,English,,,,,,,,,,
141,The Best Exotic Marigold Hotel,Deborah Moggach,Contemporary Fiction:Romance:Romance Books,23 Apr 2012,304,Vintage Publishing,English,,,,,,,,,,
142,Melt : Steel Brothers: Four,Helen Hardt,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Dec 2016,288,Waterhouse Press,English,,,,,,,,,,
143,Truly Madly Guilty,Liane Moriarty,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,24 Jan 2017,480,Penguin Books Ltd,English,,,,,,,,,,
144,The King,J R Ward,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books,26 Aug 2014,620,Berkley Books,English,,,,,,,,,,
145,Something Borrowed,Emily Giffin,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Jun 2011,403,St Martin's Press,English,,,,,,,,,,
146,The Loveliest Chocolate Shop in Paris,Jenny Colgan,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Mar 2013,464,Little Brown Book Group,English,,,,,,,,,,
147,Destined for an Early Grave : A Night Huntress Novel,Jeaniene Frost,Fantasy:Fantasy Books:Romance:Romance Books,02 Sep 2009,400,HarperCollins Publishers Inc,English,,,,,,,,,,
148,Destined to Play,Indigo Bloome,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Aug 2012,288,HarperCollins Publishers,English,,,,,,,,,,
149,Burn : Steel Brothers: Five,Helen Hardt,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Feb 2017,288,Waterhouse Press,English,,,,,,,,,,
150,Shadow Spell,Nora Roberts,Romance:Romance Books,06 May 2014,339,Penguin Putnam Inc,English,,,,,,,,,,
151,Faefever,Karen Marie Moning,Fantasy:Fantasy Books:Romance:Romance Books,03 Sep 2009,389,Random House USA Inc,English,,,,,,,,,,
152,Lover Enshrined : A Novel of the Black Dagger Brotherhood,J. R. Ward,Romance:Romance Books,04 Jul 2008,560,Penguin Books Australia,English,,,,,,,,,,
153,We Have Always Lived in the Castle,Shirley Jackson:Jonathan Lethem:Thomas Ott,Contemporary Fiction:Thriller Books:Thrillers:Horror:Horror:Romance:Romance Books,28 Nov 2006,146,Penguin Books,English,,,,,,,,,,
154,Lover Unbound,J R Ward,Romance:Romance Books,25 Jul 2011,509,Penguin Putnam Inc,English,,,,,,,,,,
155,Dracula,Bram Stoker:Ang Lee:Maurice Hindle:Christopher Frayling,Contemporary Fiction:Classic Books & Novels:Horror:Horror:Classic Horror:Classic Horror:Romance:Romance Books:English Language: Reading & Writing Skills,01 May 2003,512,Penguin Books Ltd,English,,,,,,,,,,
156,Lover Revealed : A Novel of the Black Dagger Brotherhood,J R Ward,Horror:Horror:Romance:Romance Books,25 Jul 2011,463,Penguin Putnam Inc,English,,,,,,,,,,
157,Deep Kiss of Winter : A Holiday Collection with Bite,Gena Showalter:Kresley Cole,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books,26 Jan 2011,528,SIMON & SCHUSTER,English,,,,,,,,,,
158,Promises After Dark (After Dark Book 3) : After Dark Book Three,Sadie Matthews,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Feb 2013,384,Hodder & Stoughton General Division,English,,,,,,,,,,
159,The Improbability of Love : SHORTLISTED FOR THE BAILEYS WOMEN'S PRIZE FOR FICTION 2016,Hannah Rothschild,Contemporary Fiction:Romance:Romance Books,31 Mar 2016,496,Bloomsbury Publishing PLC,English,,,,,,,,,,
160,Reflected in You,Sylvia Day,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,23 Oct 2012,338,Penguin Putnam Inc,English,,,,,,,,,,
161,Devil in Winter : The Wallflowers Book 3,Lisa Kleypas,Historical Romance:Historical Romance,23 Feb 2016,374,HarperCollins Publishers Inc,English,,,,,,,,,,
162,Frankenstein,Mary Shelley,Poetry & Drama:Classic Books & Novels:Horror:Horror:Science Fiction:Science Fiction:Romance:Romance Books,30 Sep 2014,352,Penguin Books Ltd,English,,,,,,,,,,
163,Truly Madly Guilty,Liane Moriarty,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Jul 2016,480,Penguin Books Ltd,English,,,,,,,,,,
164,The Darkest Seduction,Gena Showalter,Fantasy:Fantasy Books:Romance:Romance Books,21 Feb 2012,384,Harlequin (UK),English,,,,,,,,,,
165,Blood Kiss,J R Ward,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Dec 2015,412,Berkley Books,English,,,,,,,,,,
166,Angels' Flight,Nalini Singh,Contemporary Fiction:Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,03 May 2012,358,Penguin Putnam Inc,English,,,,,,,,,,
167,Archangel's Consort,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,02 Feb 2011,337,Penguin Putnam Inc,English,,,,,,,,,,
168,Shadow's Claim : Immortals After Dark: The Dacians,Kresley Cole,Contemporary Fiction:Romance:Romance Books,27 Nov 2012,496,SIMON & SCHUSTER,English,,,,,,,,,,
169,Great Expectations,Charles Dickens:David Trotter:Charlotte Mitchell,Contemporary Fiction:Classic Books & Novels:Romance:Romance Books,05 Jan 2012,544,Penguin Books Ltd,English,,,,,,,,,,
170,A Tiny Bit Marvellous,Dawn French,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Funny Books & Stories,08 Jan 2011,448,Penguin Books Ltd,English,,,,,,,,,,
171,The Guardian,Sherrilyn Kenyon,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Nov 2011,345,St Martin's Press,English,,,,,,,,,,
172,A Beautiful Wedding,Jamie Mcguire,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,10 Dec 2013,208,Simon & Schuster Ltd,English,,,,,,,,,,
173,Archangel's Blade,Nalini Singh,Contemporary Fiction:Romance:Romance Books,06 Sep 2011,320,Penguin Putnam Inc,English,,,,,,,,,,
174,Gone Girl,Gillian Flynn,Contemporary Fiction:Crime:Crime Fiction:Romance:Romance Books,20 Nov 2014,480,Orion Publishing Co,English,,,,,,,,,,
175,Darkfever : Fever Series Book 1,Karen Marie Moning,Horror:Horror:Romance:Romance Books:Historical Romance:Historical Romance,01 Sep 2007,349,Bantam Doubleday Dell Publishing Group Inc,English,,,,,,,,,,
176,Married by Morning : One night can change everything . . .,Lisa Kleypas,Historical Romance:Historical Romance,27 Dec 2010,341,St Martin's Press,English,,,,,,,,,,
177,Holiday in Death,J. D. Robb,Crime:Crime Fiction:Thriller Books:Thrillers:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jul 2011,326,Penguin Putnam Inc,English,,,,,,,,,,
178,Dreams of a Dark Warrior,Kresley Cole,Romance:Romance Books,23 Feb 2011,515,SIMON & SCHUSTER,English,,,,,,,,,,
179,The Darkest Surrender,Gena Showalter,Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Sep 2011,432,HarperCollins Publishers,English,,,,,,,,,,
180,Confusion,Elizabeth Jane Howard,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Nov 2013,528,Pan MacMillan,English,,,,,,,,,,
181,Hopeless,Colleen Hoover,Contemporary Fiction:Romance:Romance Books,08 Oct 2013,416,Simon & Schuster Ltd,English,,,,,,,,,,
182,Explosive Eighteen : A Stephanie Plum Novel,Janet Evanovich,Contemporary Fiction:Crime:Crime Fiction:Romance:Romance Books,15 May 2012,334,Random House USA Inc,English,,,,,,,,,,
183,The Next Always : Number 1 in series,Nora Roberts,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,03 May 2012,352,Little Brown Book Group,English,,,,,,,,,,
184,One Perfect Summer,Paige Toon,Contemporary Fiction:Romance:Romance Books,05 Jul 2016,480,Simon & Schuster Ltd,English,,,,,,,,,,
185,Judgment Road,Christine Feehan,Contemporary Fiction:Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,23 Jan 2018,464,Berkley Books,English,,,,,,,,,,
186,Iron Crowned,Richelle Mead,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books,01 Mar 2011,384,Kensington Publishing,English,,,,,,,,,,
187,Welcome To Rosie Hopkins' Sweetshop Of Dreams,Jenny Colgan,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Mar 2012,496,Little Brown Book Group,English,,,,,,,,,,
188,Passenger,Alexandra Bracken,Romance:Romance Books:Sci Fi Books for Kids:Romance Books for Teenagers:Historical,01 Jun 2016,496,Hachette Children's Group,English,,,,,,,,,,
189,Beautiful Stranger,Christina Lauren,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Jun 2013,352,SIMON & SCHUSTER,English,,,,,,,,,,
190,Once Burned : A Night Prince Novel,Jeaniene Frost,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books,05 Jul 2012,384,HarperCollins Publishers Inc,English,,,,,,,,,,
191,Casting Off,Elizabeth Jane Howard,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Sagas,07 Nov 2013,656,Pan MacMillan,English,,,,,,,,,,
192,Outlander,Diana Gabaldon,Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,20 Aug 2014,850,Dell Publishing Company,English,,,,,,,,,,
193,The Tea Planter's Wife,Dinah Jefferies,Historical Romance:Historical Romance:Historical Fiction,03 Sep 2015,448,Penguin Books Ltd,English,,,,,,,,,,
194,All Change,Elizabeth Jane Howard,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Sagas,10 Apr 2014,592,Pan MacMillan,English,,,,,,,,,,
195,Me Before You,Jojo Moyes,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Apr 2014,369,Penguin Books,English,,,,,,,,,,
196,Emma,Jane Austen:Fiona Stafford,Contemporary Fiction:Classic Books & Novels:Historical Romance:Historical Romance,06 May 2003,512,Penguin Books Ltd,English,,,,,,,,,,
197,Archangel's Storm,Nalini Singh,Romance:Romance Books,04 Sep 2012,337,Penguin Putnam Inc,English,,,,,,,,,,
198,Lord John and the Private Matter,Diana Gabaldon,Historical Crime:Historical Crime:Fantasy:Fantasy Books:Romance:Romance Books:Historical Fiction,28 Oct 2008,338,Random House USA Inc,English,,,,,,,,,,
199,Down Among the Sticks and Bones,Seanan McGuire,Fantasy:Fantasy Books:Myth & Legend Told As Fiction:Romance:Romance Books,13 Jun 2017,192,Starscape,English,,,,,,,,,,
200,Middlemarch,George Eliot:Rosemary Ashton,Contemporary Fiction:Classic Books & Novels:Romance:Romance Books,01 Dec 2003,880,Penguin Books Ltd,English,,,,,,,,,,
201,Bloodfever,Karen Marie Moning,Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Aug 2008,349,Random House USA Inc,English,,,,,,,,,,
202,Nocturnes : Five Stories of Music and Nightfall,Kazuo Ishiguro,Music:Music:Contemporary Fiction:Romance:Romance Books:Short Story Books,18 Mar 2010,240,FABER & FABER,English,,,,,,,,,,
203,The Tea Rose,Jennifer Donnelly,Historical Romance:Historical Romance:Historical Fiction,27 Oct 2017,557,St Martin's Press,English,,,,,,,,,,
204,Maybe Someday,Colleen Hoover,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,18 Mar 2014,384,Simon & Schuster Ltd,English,,,,,,,,,,
205,Confess: A Novel,Colleen Hoover,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Oct 2015,308,SIMON & SCHUSTER,English,,,,,,,,,,
206,Love in the Afternoon,Lisa Kleypas,Historical Romance:Historical Romance,01 Jul 2010,339,St Martin's Press,English,,,,,,,,,,
207,The Great Alone,Kristin Hannah,Contemporary Fiction:Romance:Romance Books,08 Feb 2018,352,Pan MacMillan,English,,,,,,,,,,
208,The Japanese Lover,Isabel Allende,Romance:Romance Books,22 Aug 2016,336,Simon & Schuster Ltd,English,,,,,,,,,,
209,Gone with the Wind,Margaret Mitchell,Historical Romance:Historical Romance:Historical Fiction,13 Feb 2014,992,Pan MacMillan,English,,,,,,,,,,
210,Just Like Heaven,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,27 Jul 2011,384,HarperCollins Publishers Inc,English,,,,,,,,,,
211,Viscount Breckenridge to the Rescue,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,01 May 2012,437,HarperCollins Publishers Inc,English,,,,,,,,,,
212,The Darkest Secret,Gena Showalter,Romance:Romance Books,29 Mar 2011,416,HarperCollins Publishers,English,,,,,,,,,,
213,Making It Up As I Go Along,Marian Keyes,Prose: Non-fiction:Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Short Story Books:Funny Books & Stories,06 Oct 2016,480,Penguin Books Ltd,English,,,,,,,,,,
214,Eternal Kiss of Darkness,Jeaniene Frost,Romance:Romance Books,22 Oct 2010,361,HarperCollins Publishers Inc,English,,,,,,,,,,
215,Dark Witch : Book one of the Cousins O`Dwyer Trilogy,Nora Roberts,Romance:Romance Books,08 May 2014,352,Penguin Putnam Inc,English,,,,,,,,,,
216,Ecstasy Unveiled,Larissa Ione,Fantasy:Fantasy Books:Romance:Romance Books,04 Mar 2010,384,Little Brown & Company,English,,,,,,,,,,
217,Rapture in Death,J. D. Robb,Crime:Crime Fiction:Romance:Romance Books,25 Jul 2011,310,Penguin Putnam Inc,English,,,,,,,,,,
218,Angels' Blood : Book 1,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,11 Feb 2010,368,Orion Publishing Co,English,,,,,,,,,,
219,The Chosen : A Novel of the Black Dagger Brotherhood,J. R. Ward,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books,26 Sep 2017,576,Ballantine Books,English,,,,,,,,,,
220,Walking Disaster,Jamie Mcguire,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Apr 2013,433,SIMON & SCHUSTER,English,,,,,,,,,,
221,The Next Always,Nora Roberts,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Nov 2011,341,Penguin Putnam Inc,English,,,,,,,,,,
222,S.,J.J Abrams:Doug Dorst,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Adventure Books:Romance:Romance Books,29 Oct 2013,472,Mulholland Books,English,,,,,,,,,,
223,New York to Dallas,J D Robb,Crime:Crime Fiction:Romance:Romance Books,03 Jun 2012,392,Penguin Putnam Inc,English,,,,,,,,,,
224,The Last Song,Nicholas Sparks,Contemporary Fiction:Romance:Romance Books:Personal Finance,01 Mar 2010,463,Time Warner Trade Publishing,English,,,,,,,,,,
225,November 9,Colleen Hoover,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,10 Nov 2015,310,Atria Books,English,,,,,,,,,,
226,The Horse Dancer,Jojo Moyes,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Mar 2014,528,Hodder & Stoughton General Division,English,,,,,,,,,,
227,In Pursuit of Eliza Cynster,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance,01 May 2012,440,HarperCollins Publishers Inc,English,,,,,,,,,,
228,Archangel's Legion,Nalini Singh,Contemporary Fiction:Romance:Romance Books,29 Oct 2013,374,Berkley Books,English,,,,,,,,,,
229,One Day,David Nicholls,Contemporary Fiction:Romance:Romance Books,15 Jun 2010,437,Random House USA Inc,English,,,,,,,,,,
230,Attachments,Rainbow Rowell,Adult & Contemporary Romance:Adult & Contemporary Romance,27 Mar 2012,323,Plume Books,English,,,,,,,,,,
231,Mini Shopaholic : (Shopaholic Book 6),Sophie Kinsella,Contemporary Fiction:Romance:Romance Books,21 Jul 2011,464,Transworld Publishers Ltd,English,,,,,,,,,,
232,North and South,Elizabeth Gaskell:Patricia Ingham,Contemporary Fiction:Classic Books & Novels:Historical Romance:Historical Romance:Sagas:Historical Fiction,23 Dec 2008,496,Penguin Books Ltd,English,,,,,,,,,,
233,Deeper Than Midnight,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,09 Aug 2011,416,Random House USA Inc,English,,,,,,,,,,
234,Persuasion,Jane Austen:Gillian Beer,Contemporary Fiction:Classic Books & Novels:Historical Romance:Historical Romance,24 Apr 2012,288,Penguin Books Ltd,English,,,,,,,,,,
235,Archangel's Viper,Nalini Singh,Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books,26 Sep 2017,368,Berkley Books,English,,,,,,,,,,
236,The Taming of Ryder Cavanagh,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,12 Nov 2013,432,HarperCollins Publishers Inc,English,,,,,,,,,,
237,The Mystery of Mercy Close,Marian Keyes,Fiction Books:Contemporary Fiction:Crime:Crime Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Sagas:Funny Books & Stories,29 May 2017,608,Penguin Books Ltd,English,,,,,,,,,,
238,The Break,Marian Keyes,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Funny Books & Stories,07 Sep 2017,576,Penguin Books Ltd,English,,,,,,,,,,
239,Face the Fire (Om),Nora Roberts,Contemporary Fiction:Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jul 2011,368,Penguin Putnam Inc,English,,,,,,,,,,
240,This Girl,Colleen Hoover,Contemporary Fiction:Romance:Romance Books,04 Dec 2013,368,Simon & Schuster Ltd,English,,,,,,,,,,
241,Beautiful Redemption,Jamie Mcguire,Adult & Contemporary Romance:Adult & Contemporary Romance,27 Jan 2015,256,Createspace Independent Publishing Platform,English,,,,,,,,,,
242,The Lavender Keeper,Fiona McIntosh,Contemporary Fiction:Romance:Romance Books:Historical Fiction,10 Jun 2013,512,ALLISON & BUSBY,English,,,,,,,,,,
243,Truly Madly Guilty,Liane Moriarty,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Apr 2017,496,Penguin Books Ltd,English,,,,,,,,,,
244,The Invasion of the Tearling : (The Tearling Trilogy 2),Erika Johansen,Thriller Books:Thrillers:Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books,30 Jun 2016,576,Transworld Publishers Ltd,English,,,,,,,,,,
245,True Believer,Nicholas Sparks,Romance:Romance Books,08 Dec 2007,465,Time Warner Trade Publishing,English,,,,,,,,,,
246,First Drop of Crimson,Jeaniene Frost,Romance:Romance Books,01 Aug 2012,369,HarperCollins Publishers Inc,English,,,,,,,,,,
247,Beautiful Player,Christina Lauren,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Nov 2013,432,SIMON & SCHUSTER,English,,,,,,,,,,
